callsign,Airlines,icao24,origin,destination,firstseen
SKW3589,,a29aa5,KSEA,KPDX,4/14/2020
ASA900,,a30460,KSEA,KPDX,4/14/2020
SKW3616,,a28812,KSEA,KPDX,4/14/2020
QXE2811,,a4ae15,KSEA,KPDX,4/14/2020
QXE2547,,a5537f,KSEA,KPDX,4/14/2020
SKW4024,,a29aa5,KSEA,KPDX,4/14/2020
ASA1205,,a36851,KSEA,KPDX,4/14/2020
QXE2704,,a54601,KSEA,KPDX,4/15/2020
SKW3589,,a2fe8f,KSEA,KPDX,4/15/2020
ABX904,,aa9bc1,KSEA,KPDX,4/15/2020
ASA900,,a30460,KSEA,KPDX,4/15/2020
SKW3616,,a2c224,KSEA,KPDX,4/15/2020
ASA9804,,a726fb,KSEA,KPDX,4/15/2020
QXE2811,,a55ea4,KSEA,KPDX,4/15/2020
QXE2547,,a51714,KSEA,KPDX,4/15/2020
SKW4024,,a28f80,KSEA,KPDX,4/15/2020
ASA1205,,a7197d,KSEA,KPDX,4/15/2020
QXE2704,,a5537f,KSEA,KPDX,4/16/2020
SKW3589,,a2fe8f,KSEA,KPDX,4/16/2020
ASA900,,a7a89d,KSEA,KPDX,4/16/2020
SKW3616,,a29337,KSEA,KPDX,4/16/2020
SKW4024,,a2b348,KSEA,KPDX,4/16/2020
QXE2704,,a55736,KSEA,KPDX,4/17/2020
SKW3589,,a28812,KSEA,KPDX,4/17/2020
ASA900,,a2d92a,KSEA,KPDX,4/17/2020
SKW3616,,a29337,KSEA,KPDX,4/17/2020
QXE2811,,a4ae15,KSEA,KPDX,4/17/2020
QXE2547,,a5537f,KSEA,KPDX,4/17/2020
SKW4024,,a28f80,KSEA,KPDX,4/17/2020
ASA1205,,a5b3ad,KSEA,KPDX,4/17/2020
QXE2704,,a55ea4,KSEA,KPDX,4/18/2020
SKW3589,,a28812,KSEA,KPDX,4/18/2020
SKW3613,,a28812,KSEA,KPDX,4/18/2020
ASA900,,a54aae,KSEA,KPDX,4/18/2020
SKW3616,,a2ed5a,KSEA,KPDX,4/18/2020
QXE2811,,a53725,KSEA,KPDX,4/18/2020
QXE2547,,a54fc8,KSEA,KPDX,4/18/2020
SKW4024,,a2ed5a,KSEA,KPDX,4/18/2020
ASA1205,,a5521c,KSEA,KPDX,4/18/2020
SKW3589,,a2fad8,KSEA,KPDX,4/19/2020
ASA900,,a2228b,KSEA,KPDX,4/19/2020
SKW3616,,a2fad8,KSEA,KPDX,4/19/2020
QXE2811,,a54601,KSEA,KPDX,4/19/2020
QXE2547,,a4b1cc,KSEA,KPDX,4/19/2020
SKW4024,,a2fad8,KSEA,KPDX,4/19/2020
ASA1205,,a5b3ad,KSEA,KPDX,4/19/2020
QXE2704,,a57747,KSEA,KPDX,4/20/2020
SKW3589,,a324b0,KSEA,KPDX,4/20/2020
FDX986,,a33d8c,KSEA,KPDX,4/20/2020
ABX904,,aa9bc1,KSEA,KPDX,4/20/2020
ASA900,,a5dee3,KSEA,KPDX,4/20/2020
SKW3616,,a32867,KSEA,KPDX,4/20/2020
QXE2811,,a500ca,KSEA,KPDX,4/20/2020
QXE2547,,a51714,KSEA,KPDX,4/20/2020
ASA1205,,a300a9,KSEA,KPDX,4/20/2020
QXE2704,,a50481,KSEA,KPDX,4/21/2020
SKW3589,,a320f9,KSEA,KPDX,4/21/2020
ABX904,,aa9bc1,KSEA,KPDX,4/21/2020
ASA900,,a36851,KSEA,KPDX,4/21/2020
SKW3616,,a2d359,KSEA,KPDX,4/21/2020
QXE2811,,a55ea4,KSEA,KPDX,4/21/2020
QXE2547,,a57747,KSEA,KPDX,4/21/2020
SKW4024,,a324b0,KSEA,KPDX,4/21/2020
ASA1205,,a24dc1,KSEA,KPDX,4/21/2020
QXE2704,,a55736,KSEA,KPDX,4/22/2020
SKW3589,,a29aa5,KSEA,KPDX,4/22/2020
ASA900,,a6ca7f,KSEA,KPDX,4/22/2020
SKW3616,,a2b348,KSEA,KPDX,4/22/2020
SKW4024,,a2bab6,KSEA,KPDX,4/22/2020
QXE2704,,a500ca,KSEA,KPDX,4/23/2020
SKW3589,,a29e5c,KSEA,KPDX,4/23/2020
ABX904,,aa9bc1,KSEA,KPDX,4/23/2020
ASA900,,a57d52,KSEA,KPDX,4/23/2020
SKW3616,,a2de7e,KSEA,KPDX,4/23/2020
QXE2811,,a500ca,KSEA,KPDX,4/23/2020
QXE2547,,a56612,KSEA,KPDX,4/23/2020
ASA1205,,a4c6b3,KSEA,KPDX,4/23/2020
QXE2704,,a53725,KSEA,KPDX,4/24/2020
SKW3589,,a2f111,KSEA,KPDX,4/24/2020
ABX904,,aad21c,KSEA,KPDX,4/24/2020
ASA900,,a613e0,KSEA,KPDX,4/24/2020
SKW3616,,a28812,KSEA,KPDX,4/24/2020
QXE2547,,a4ae15,KSEA,KPDX,4/24/2020
SKW4024,,a2abda,KSEA,KPDX,4/24/2020
SKW3589,,a28812,KSEA,KPDX,4/25/2020
SKW3613,,a28812,KSEA,KPDX,4/25/2020
SKW3616,,a2d359,KSEA,KPDX,4/25/2020
ASA900,,a30f85,KSEA,KPDX,4/25/2020
QXE2811,,a50481,KSEA,KPDX,4/25/2020
QXE2547,,a4b93a,KSEA,KPDX,4/25/2020
SKW4024,,a29337,KSEA,KPDX,4/25/2020
ASA1205,,a2adf4,KSEA,KPDX,4/25/2020
SKW3613,,a2d359,KSEA,KPDX,4/26/2020
ASA900,,a7888c,KSEA,KPDX,4/26/2020
SKW3616,,a2e9a3,KSEA,KPDX,4/26/2020
SKW4024,,a2b348,KSEA,KPDX,4/26/2020
QXE2704,,a55736,KSEA,KPDX,4/27/2020
SKW3589,,a2a213,KSEA,KPDX,4/27/2020
ABX904,,a9f2a0,KSEA,KPDX,4/27/2020
SKW3613,,a2e9a3,KSEA,KPDX,4/27/2020
ASA900,,a2d92a,KSEA,KPDX,4/27/2020
SKW3616,,a28812,KSEA,KPDX,4/27/2020
QXE2547,,a56612,KSEA,KPDX,4/27/2020
SKW4024,,a2b348,KSEA,KPDX,4/27/2020
ASA1205,,a25b3f,KSEA,KPDX,4/27/2020
QXE2704,,a57747,KSEA,KPDX,4/28/2020
SKW3589,,a28f80,KSEA,KPDX,4/28/2020
SKW3613,,a2c992,KSEA,KPDX,4/28/2020
ABX904,,aa9bc1,KSEA,KPDX,4/28/2020
ASA900,,a57d52,KSEA,KPDX,4/28/2020
SKW3616,,a28812,KSEA,KPDX,4/28/2020
QXE2811,,a55ea4,KSEA,KPDX,4/28/2020
QXE2547,,a53725,KSEA,KPDX,4/28/2020
ASA1205,,a2228b,KSEA,KPDX,4/28/2020
QXE2704,,a57747,KSEA,KPDX,4/29/2020
SKW3589,,a32867,KSEA,KPDX,4/29/2020
SKW3613,,a27a94,KSEA,KPDX,4/29/2020
ABX904,,aa9bc1,KSEA,KPDX,4/29/2020
ASA900,,a5a888,KSEA,KPDX,4/29/2020
SKW3616,,a2a213,KSEA,KPDX,4/29/2020
QXE2547,,a5537f,KSEA,KPDX,4/29/2020
ASA1205,,a5b764,KSEA,KPDX,4/29/2020
QXE2704,,a53adc,KSEA,KPDX,4/30/2020
SKW3589,,a2c992,KSEA,KPDX,4/30/2020
SKW3613,,a2c992,KSEA,KPDX,4/30/2020
ABX904,,aa9bc1,KSEA,KPDX,4/30/2020
ASA900,,a6ca7f,KSEA,KPDX,4/30/2020
SKW3616,,a2fe8f,KSEA,KPDX,4/30/2020
QXE2811,,a4ae15,KSEA,KPDX,4/30/2020
QXE2547,,a4b1cc,KSEA,KPDX,4/30/2020
SKW4024,,a320f9,KSEA,KPDX,4/30/2020
ASA1205,,a5320b,KSEA,KPDX,4/30/2020
,,,,,
GTI628,,a62778,PANC,KORD,3/31/2020
KAL261,,71be10,PANC,KORD,3/31/2020
NCA196,,847183,PANC,KORD,4/1/2020
CAO1045,,78007e,PANC,KORD,4/1/2020
CAL5148,,8991a4,PANC,KORD,4/1/2020
EVA662,,899121,PANC,KORD,4/1/2020
CKK227,,7805dd,PANC,KORD,4/1/2020
CKS527,,a96b14,PANC,KORD,4/1/2020
CSN437,,7800eb,PANC,KORD,4/1/2020
CAO1055,,780c5b,PANC,KORD,4/1/2020
AAR2921,,71be16,PANC,KORD,4/1/2020
QFA7521,,abb6dc,PANC,KORD,4/1/2020
AAR248,,71bc21,PANC,KORD,4/1/2020
KAL283,,71be17,PANC,KORD,4/1/2020
GTI8838,,a4cb6f,PANC,KORD,4/1/2020
CSN433,,780daa,PANC,KORD,4/1/2020
CKS925,,a954ca,PANC,KORD,4/2/2020
CAO1055,,780bb6,PANC,KORD,4/2/2020
CAL5148,,899101,PANC,KORD,4/2/2020
EVA660,,899134,PANC,KORD,4/2/2020
CKS583,,a99293,PANC,KORD,4/2/2020
CKK227,,7805dc,PANC,KORD,4/2/2020
CSN431,,780da8,PANC,KORD,4/2/2020
CKS935,,a97c49,PANC,KORD,4/2/2020
CKS821,,a4b8bf,PANC,KORD,4/2/2020
CPA2096,,780218,PANC,KORD,4/3/2020
CAL5148,,899112,PANC,KORD,4/3/2020
CAO1053,,78007e,PANC,KORD,4/3/2020
EVA662,,899123,PANC,KORD,4/3/2020
GTI552,,a4dca4,PANC,KORD,4/3/2020
CKK227,,7805dd,PANC,KORD,4/3/2020
CSN437,,780da9,PANC,KORD,4/3/2020
GTI654,,a4c3e4,PANC,KORD,4/3/2020
AAR248,,71bc23,PANC,KORD,4/3/2020
CSN431,,7800eb,PANC,KORD,4/4/2020
CKS583,,a99293,PANC,KORD,4/4/2020
CAL5234,,89911b,PANC,KORD,4/4/2020
EVA660,,899121,PANC,KORD,4/4/2020
CSN433,,780aec,PANC,KORD,4/4/2020
CAL5238,,899104,PANC,KORD,4/4/2020
KYE4856,,ac7e18,PANC,KORD,4/4/2020
GTI7160,,a4c79b,PANC,KORD,4/4/2020
KAL283,,71be24,PANC,KORD,4/4/2020
CAO1055,,780bb8,PANC,KORD,4/5/2020
CAL5232,,899015,PANC,KORD,4/5/2020
EVA662,,899123,PANC,KORD,4/5/2020
CAO1045,,78007e,PANC,KORD,4/5/2020
CKK227,,78062f,PANC,KORD,4/5/2020
CAL5148,,899107,PANC,KORD,4/5/2020
CSN437,,7805a9,PANC,KORD,4/5/2020
CKS258,,aa7468,PANC,KORD,4/5/2020
AAR2921,,71bc20,PANC,KORD,4/5/2020
CKS583,,a99293,PANC,KORD,4/5/2020
CPA2088,,780a6f,PANC,KORD,4/5/2020
CKS937,,a954ca,PANC,KORD,4/6/2020
PAC654,,a57ad0,PANC,KORD,4/6/2020
NCA196,,846def,PANC,KORD,4/6/2020
CAL5232,,899100,PANC,KORD,4/6/2020
CAO1055,,7bc009,PANC,KORD,4/6/2020
GTI518,,a51e24,PANC,KORD,4/6/2020
KAL283,,71c045,PANC,KORD,4/6/2020
AAR248,,71bc21,PANC,KORD,4/6/2020
CKK227,,78071b,PANC,KORD,4/6/2020
CSN431,,7805aa,PANC,KORD,4/6/2020
NCA132,,847183,PANC,KORD,4/6/2020
EVA660,,899134,PANC,KORD,4/6/2020
CAL5240,,89911f,PANC,KORD,4/6/2020
AAR2423,,71bc20,PANC,KORD,4/7/2020
CAO1053,,780c5b,PANC,KORD,4/7/2020
CAL5134,,89911c,PANC,KORD,4/7/2020
CKK227,,780630,PANC,KORD,4/7/2020
CAL5234,,899107,PANC,KORD,4/7/2020
CSN435,,7800eb,PANC,KORD,4/7/2020
CKS527,,a99293,PANC,KORD,4/7/2020
CKS917,,aa9830,PANC,KORD,4/7/2020
KAL261,,71be23,PANC,KORD,4/8/2020
CSN5201,,780aec,PANC,KORD,4/8/2020
FDX9730,,a816bf,PANC,KORD,4/8/2020
NCA196,,847183,PANC,KORD,4/8/2020
CAO1045,,7bc009,PANC,KORD,4/8/2020
GTI516,,a4e7c9,PANC,KORD,4/8/2020
CAL5148,,899102,PANC,KORD,4/8/2020
EVA662,,899121,PANC,KORD,4/8/2020
CKS821,,a97c49,PANC,KORD,4/8/2020
CKK227,,78071c,PANC,KORD,4/8/2020
CSN437,,780daa,PANC,KORD,4/8/2020
CSN433,,780da8,PANC,KORD,4/8/2020
AAR2921,,71bc36,PANC,KORD,4/8/2020
AAR248,,71bc20,PANC,KORD,4/8/2020
KAL283,,71be29,PANC,KORD,4/8/2020
CKS935,,a4b8bf,PANC,KORD,4/9/2020
NCR608,,acb84d,PANC,KORD,4/9/2020
QFA7521,,abbe4a,PANC,KORD,4/9/2020
CAO1055,,780bb9,PANC,KORD,4/9/2020
CAL5148,,899106,PANC,KORD,4/9/2020
EVA660,,899137,PANC,KORD,4/9/2020
CKS583,,a99293,PANC,KORD,4/9/2020
CKK227,,7805dd,PANC,KORD,4/9/2020
CSN431,,780aec,PANC,KORD,4/9/2020
CKS821,,a96b14,PANC,KORD,4/9/2020
PAC654,,a57ad0,PANC,KORD,4/10/2020
GTI552,,a61c53,PANC,KORD,4/10/2020
CAL5148,,8991a4,PANC,KORD,4/10/2020
CAO1053,,7bc009,PANC,KORD,4/10/2020
CKK227,,78071c,PANC,KORD,4/10/2020
EVA662,,899124,PANC,KORD,4/10/2020
CSN437,,780da9,PANC,KORD,4/10/2020
GTI2928,,a60b1e,PANC,KORD,4/10/2020
AAR248,,71bc23,PANC,KORD,4/10/2020
CKS937,,a954ca,PANC,KORD,4/11/2020
CSN431,,7805a9,PANC,KORD,4/11/2020
CKS583,,a99293,PANC,KORD,4/11/2020
CAO1053,,780c5b,PANC,KORD,4/11/2020
EVA660,,899121,PANC,KORD,4/11/2020
CAL5238,,89911e,PANC,KORD,4/11/2020
CSN433,,780da8,PANC,KORD,4/11/2020
QFA7557,,abb6dc,PANC,KORD,4/11/2020
CKS935,,a96b14,PANC,KORD,4/11/2020
GTI7160,,a4c79b,PANC,KORD,4/11/2020
KAL283,,71be24,PANC,KORD,4/11/2020
KAL8235,,71c046,PANC,KORD,4/12/2020
CAO1055,,780bb7,PANC,KORD,4/12/2020
CKS829,,a9fa34,PANC,KORD,4/12/2020
EVA662,,899124,PANC,KORD,4/12/2020
CAL5232,,899111,PANC,KORD,4/12/2020
CAO1045,,7bc009,PANC,KORD,4/12/2020
CKS258,,aa781f,PANC,KORD,4/12/2020
CKK227,,7805dc,PANC,KORD,4/12/2020
CSN437,,780da9,PANC,KORD,4/12/2020
CAL5148,,899104,PANC,KORD,4/12/2020
CKS583,,a99293,PANC,KORD,4/12/2020
AAR248,,71be20,PANC,KORD,4/12/2020
CPA2088,,780231,PANC,KORD,4/13/2020
CKS925,,a954ca,PANC,KORD,4/13/2020
PAC654,,a57ad0,PANC,KORD,4/13/2020
CAL5234,,899015,PANC,KORD,4/13/2020
NCA196,,847183,PANC,KORD,4/13/2020
CAL5232,,89911e,PANC,KORD,4/13/2020
CAO1055,,780bb8,PANC,KORD,4/13/2020
CKK227,,7805dd,PANC,KORD,4/13/2020
NCA132,,845f9f,PANC,KORD,4/13/2020
AAR2921,,71bc19,PANC,KORD,4/13/2020
EVA660,,899137,PANC,KORD,4/13/2020
CSN431,,780aec,PANC,KORD,4/13/2020
CAL5240,,899105,PANC,KORD,4/13/2020
CKS937,,a95c38,PANC,KORD,4/14/2020
AAR2423,,71be18,PANC,KORD,4/14/2020
CAO1053,,780c5d,PANC,KORD,4/14/2020
CAL5134,,89911d,PANC,KORD,4/14/2020
KAL8235,,71c044,PANC,KORD,4/14/2020
CSN435,,780daa,PANC,KORD,4/14/2020
CKK227,,78071b,PANC,KORD,4/14/2020
CSN5201,,7805a9,PANC,KORD,4/14/2020
KAL261,,71be23,PANC,KORD,4/14/2020
CAL5234,,899100,PANC,KORD,4/15/2020
NCA196,,8478ab,PANC,KORD,4/15/2020
CAO1045,,78007f,PANC,KORD,4/15/2020
CAO1055,,780bb9,PANC,KORD,4/15/2020
CAL5148,,899102,PANC,KORD,4/15/2020
EVA662,,899121,PANC,KORD,4/15/2020
CPA2096,,780aa8,PANC,KORD,4/15/2020
CSN437,,7800eb,PANC,KORD,4/15/2020
CKK227,,7805dd,PANC,KORD,4/15/2020
CSN433,,780da9,PANC,KORD,4/15/2020
CAL5232,,899107,PANC,KORD,4/15/2020
AAR2921,,71bc19,PANC,KORD,4/15/2020
AAR248,,71be18,PANC,KORD,4/16/2020
KAL283,,71be39,PANC,KORD,4/16/2020
QFA7521,,abbe4a,PANC,KORD,4/16/2020
CKS935,,a96b14,PANC,KORD,4/16/2020
GTI512,,a4c3e4,PANC,KORD,4/16/2020
CAO1055,,780c5b,PANC,KORD,4/16/2020
CAL5148,,89911d,PANC,KORD,4/16/2020
EVA660,,899134,PANC,KORD,4/16/2020
CSN431,,780da8,PANC,KORD,4/16/2020
PAC654,,a57ad0,PANC,KORD,4/17/2020
GTI552,,a561fd,PANC,KORD,4/17/2020
CAL5148,,899103,PANC,KORD,4/17/2020
EVA662,,899123,PANC,KORD,4/17/2020
CAO1053,,78007f,PANC,KORD,4/17/2020
FDX9736,,a81a76,PANC,KORD,4/17/2020
CKK227,,780630,PANC,KORD,4/17/2020
GTI628,,a6189c,PANC,KORD,4/17/2020
CSN437,,7805a9,PANC,KORD,4/17/2020
GTI2928,,a5fc42,PANC,KORD,4/17/2020
CKS937,,a95881,PANC,KORD,4/17/2020
AAR248,,71be18,PANC,KORD,4/17/2020
CKS583,,a99293,PANC,KORD,4/18/2020
CAL5234,,89911c,PANC,KORD,4/18/2020
CAO1053,,780c5b,PANC,KORD,4/18/2020
CAL5232,,8991a4,PANC,KORD,4/18/2020
CKK227,,78062f,PANC,KORD,4/18/2020
GTI532,,a61c53,PANC,KORD,4/18/2020
CSN431,,780daa,PANC,KORD,4/18/2020
EVA660,,899124,PANC,KORD,4/18/2020
CSN433,,780aec,PANC,KORD,4/18/2020
CKS935,,a96b14,PANC,KORD,4/18/2020
QFA7557,,abb6dc,PANC,KORD,4/18/2020
GTI7160,,a4c79b,PANC,KORD,4/18/2020
CKS825,,aa9830,PANC,KORD,4/18/2020
KAL283,,71be09,PANC,KORD,4/18/2020
CAL5148,,899103,PANC,KORD,4/19/2020
CAO1055,,780bb6,PANC,KORD,4/19/2020
EVA662,,899123,PANC,KORD,4/19/2020
CAL5234,,89911e,PANC,KORD,4/19/2020
CKS258,,aa70b1,PANC,KORD,4/19/2020
CKK227,,78071c,PANC,KORD,4/19/2020
CSN437,,780da9,PANC,KORD,4/19/2020
CAO1045,,7bc009,PANC,KORD,4/19/2020
CKS583,,a99293,PANC,KORD,4/19/2020
CAL5232,,899106,PANC,KORD,4/19/2020
CPA2088,,780a3e,PANC,KORD,4/19/2020
AAR248,,71be20,PANC,KORD,4/20/2020
PAC654,,a57ad0,PANC,KORD,4/20/2020
CAL5240,,899111,PANC,KORD,4/20/2020
NCA196,,845f9f,PANC,KORD,4/20/2020
KYE4856,,ac7e18,PANC,KORD,4/20/2020
CAO1055,,78007f,PANC,KORD,4/20/2020
KAL8235,,71c005,PANC,KORD,4/20/2020
EVA660,,899121,PANC,KORD,4/20/2020
NCA132,,846a5b,PANC,KORD,4/20/2020
AAR2921,,71bc23,PANC,KORD,4/20/2020
CKK227,,78062f,PANC,KORD,4/20/2020
GTI8679,,a61c53,PANC,KORD,4/20/2020
CSN431,,780da8,PANC,KORD,4/20/2020
CKS925,,aa9830,PANC,KORD,4/21/2020
CKS917,,a4b151,PANC,KORD,4/21/2020
CAL5234,,899112,PANC,KORD,4/21/2020
AAR2423,,71bc13,PANC,KORD,4/21/2020
CAO1053,,780c5c,PANC,KORD,4/21/2020
CAL5134,,89911c,PANC,KORD,4/21/2020
CKK227,,7805dc,PANC,KORD,4/21/2020
CSN5201,,780aec,PANC,KORD,4/21/2020
CSN435,,780daa,PANC,KORD,4/21/2020
KAL261,,71be23,PANC,KORD,4/21/2020
KYE4856,,ac7e18,PANC,KORD,4/22/2020
NCA196,,845f9f,PANC,KORD,4/22/2020
CPA2098,,780217,PANC,KORD,4/22/2020
CAO1055,,780bb8,PANC,KORD,4/22/2020
EVA662,,899121,PANC,KORD,4/22/2020
CAO1045,,78007f,PANC,KORD,4/22/2020
CKK227,,78062f,PANC,KORD,4/22/2020
CSN437,,780da9,PANC,KORD,4/22/2020
CSN433,,7805a9,PANC,KORD,4/22/2020
CAL5148,,899103,PANC,KORD,4/22/2020
AAR2921,,71bc36,PANC,KORD,4/22/2020
KAL283,,71be24,PANC,KORD,4/22/2020
QFA7521,,abbe4a,PANC,KORD,4/23/2020
AAR248,,71bc15,PANC,KORD,4/23/2020
CKS937,,a95881,PANC,KORD,4/23/2020
CPA2096,,78021c,PANC,KORD,4/23/2020
CAO1055,,780c5c,PANC,KORD,4/23/2020
CAL5148,,89911f,PANC,KORD,4/23/2020
GTI512,,a561fd,PANC,KORD,4/23/2020
EVA660,,899123,PANC,KORD,4/23/2020
CKK227,,780630,PANC,KORD,4/23/2020
CAL5234,,899104,PANC,KORD,4/23/2020
CSN431,,7800eb,PANC,KORD,4/23/2020
CKS935,,aa9830,PANC,KORD,4/23/2020
KYE4856,,ac7e18,PANC,KORD,4/23/2020
PAC654,,a603b0,PANC,KORD,4/24/2020
GTI2428,,a5fc42,PANC,KORD,4/24/2020
GTI552,,a6189c,PANC,KORD,4/24/2020
CAO1053,,7bc009,PANC,KORD,4/24/2020
CKK227,,7805dd,PANC,KORD,4/24/2020
CAL5234,,8991a4,PANC,KORD,4/24/2020
CAL5148,,899103,PANC,KORD,4/24/2020
EVA662,,899121,PANC,KORD,4/24/2020
GTI2928,,a60b1e,PANC,KORD,4/24/2020
CKS821,,a9f67d,PANC,KORD,4/24/2020
CSN437,,7805aa,PANC,KORD,4/24/2020
AAR248,,71be18,PANC,KORD,4/24/2020
CKS937,,a954ca,PANC,KORD,4/25/2020
CAL5240,,899015,PANC,KORD,4/25/2020
CKS583,,a98edc,PANC,KORD,4/25/2020
CSN431,,780da8,PANC,KORD,4/25/2020
CAO1053,,780bb9,PANC,KORD,4/25/2020
CAL5232,,899105,PANC,KORD,4/25/2020
CKK227,,78071b,PANC,KORD,4/25/2020
CSN433,,7805a9,PANC,KORD,4/25/2020
GTI532,,a561fd,PANC,KORD,4/25/2020
QFA7557,,abb6dc,PANC,KORD,4/25/2020
EVA660,,899123,PANC,KORD,4/25/2020
GTI7160,,a4c79b,PANC,KORD,4/25/2020
KAL283,,71be09,PANC,KORD,4/25/2020
GTI2428,,a5fc42,PANC,KORD,4/25/2020
CPA2096,,780218,PANC,KORD,4/26/2020
CAO1055,,780d8f,PANC,KORD,4/26/2020
CSN437,,780aec,PANC,KORD,4/26/2020
CAL5148,,899104,PANC,KORD,4/26/2020
CAO1045,,78007f,PANC,KORD,4/26/2020
EVA662,,899121,PANC,KORD,4/26/2020
CAL5234,,8991a4,PANC,KORD,4/26/2020
CKK227,,78071c,PANC,KORD,4/26/2020
CKS258,,aa7468,PANC,KORD,4/26/2020
CKS937,,a9f67d,PANC,KORD,4/26/2020
CKS583,,a98edc,PANC,KORD,4/26/2020
KAL9235,,71be02,PANC,KORD,4/26/2020
CPA2088,,780233,PANC,KORD,4/26/2020
CKS925,,a954ca,PANC,KORD,4/27/2020
PAC654,,a57ad0,PANC,KORD,4/27/2020
CAL5232,,899105,PANC,KORD,4/27/2020
NCA196,,846a5b,PANC,KORD,4/27/2020
CAL5234,,899100,PANC,KORD,4/27/2020
CAO1055,,7bc009,PANC,KORD,4/27/2020
AAR248,,71bc15,PANC,KORD,4/27/2020
KAL8235,,71c046,PANC,KORD,4/27/2020
CKK227,,78062f,PANC,KORD,4/27/2020
GTI518,,a561fd,PANC,KORD,4/27/2020
NCA132,,846def,PANC,KORD,4/27/2020
KAL287,,71c043,PANC,KORD,4/27/2020
CSN431,,7800eb,PANC,KORD,4/27/2020
AAR2921,,71bc23,PANC,KORD,4/27/2020
EVA660,,899123,PANC,KORD,4/27/2020
CAL5240,,899102,PANC,KORD,4/27/2020
CKS917,,a95c38,PANC,KORD,4/28/2020
QFA7589,,abbe4a,PANC,KORD,4/28/2020
CAO1053,,780c5c,PANC,KORD,4/28/2020
CAL5134,,899111,PANC,KORD,4/28/2020
CKK227,,78071c,PANC,KORD,4/28/2020
AAR2423,,71be20,PANC,KORD,4/28/2020
GTI538,,a4c3e4,PANC,KORD,4/28/2020
CSN435,,7807bb,PANC,KORD,4/28/2020
CAL5232,,899112,PANC,KORD,4/28/2020
CKS821,,a99293,PANC,KORD,4/28/2020
GTI2428,,a60b1e,PANC,KORD,4/28/2020
KAL261,,71be24,PANC,KORD,4/28/2020
NCA196,,8466c7,PANC,KORD,4/29/2020
CPA2096,,78021c,PANC,KORD,4/29/2020
CKS825,,a4b508,PANC,KORD,4/29/2020
CAO1055,,780bb8,PANC,KORD,4/29/2020
CAL5234,,89911f,PANC,KORD,4/29/2020
CSN433,,7805aa,PANC,KORD,4/29/2020
CKK227,,78071b,PANC,KORD,4/29/2020
CAL5148,,899105,PANC,KORD,4/29/2020
EVA662,,899137,PANC,KORD,4/29/2020
CSN437,,780aec,PANC,KORD,4/29/2020
CAO1045,,78007f,PANC,KORD,4/29/2020
KAL283,,71be39,PANC,KORD,4/29/2020
AAR248,,71bc23,PANC,KORD,4/29/2020
QFA7521,,a4cf26,PANC,KORD,4/30/2020
CAO1055,,780bb7,PANC,KORD,4/30/2020
AAR2921,,71bc20,PANC,KORD,4/30/2020
CAL5148,,899111,PANC,KORD,4/30/2020
CKK227,,7805dd,PANC,KORD,4/30/2020
EVA660,,899124,PANC,KORD,4/30/2020
CSN431,,7804c7,PANC,KORD,4/30/2020
,,,,,
AAL651,American Airlines,ab0d15,KORD,KDFW,3/31/2020
AAL41,American Airlines,ad2ea4,KORD,KDFW,4/1/2020
NKS903,,a69549,KORD,KDFW,4/1/2020
UPS607,,a524ee,KORD,KDFW,4/1/2020
AAL2738,American Airlines,a3c60d,KORD,KDFW,4/1/2020
AAL328,American Airlines,abca00,KORD,KDFW,4/1/2020
AAL2623,American Airlines,ab1fa7,KORD,KDFW,4/1/2020
UAL1841,,a53774,KORD,KDFW,4/1/2020
AAL2428,American Airlines,ab236a,KORD,KDFW,4/1/2020
AAL1106,American Airlines,adea26,KORD,KDFW,4/1/2020
AAL2754,American Airlines,ace0d2,KORD,KDFW,4/1/2020
AAL614,American Airlines,ab10cb,KORD,KDFW,4/1/2020
AAL2429,American Airlines,ad7b17,KORD,KDFW,4/1/2020
AAL651,American Airlines,ab236a,KORD,KDFW,4/1/2020
AAL41,American Airlines,ad0e61,KORD,KDFW,4/2/2020
NKS903,,a67ca6,KORD,KDFW,4/2/2020
UPS607,,a55024,KORD,KDFW,4/2/2020
AAL2623,American Airlines,ab1bf0,KORD,KDFW,4/2/2020
UAL1841,,a50ff5,KORD,KDFW,4/2/2020
AAL2428,American Airlines,aaf47d,KORD,KDFW,4/2/2020
AAL1106,American Airlines,ad4747,KORD,KDFW,4/2/2020
AAL2501,American Airlines,ac4dfb,KORD,KDFW,4/2/2020
AAL614,American Airlines,aaf47d,KORD,KDFW,4/2/2020
AAL651,American Airlines,ab839d,KORD,KDFW,4/2/2020
AAL2300,American Airlines,ab0d15,KORD,KDFW,4/3/2020
AAL41,American Airlines,ad385f,KORD,KDFW,4/3/2020
NKS903,,a6a425,KORD,KDFW,4/3/2020
UPS607,,a5955b,KORD,KDFW,4/3/2020
AAL2623,American Airlines,aae1ea,KORD,KDFW,4/3/2020
UAL1841,,a5d570,KORD,KDFW,4/3/2020
AAL2428,American Airlines,ab034d,KORD,KDFW,4/3/2020
AAL1106,American Airlines,ad79eb,KORD,KDFW,4/3/2020
UAL775,,a135cb,KORD,KDFW,4/3/2020
AAL2754,American Airlines,ab00ce,KORD,KDFW,4/3/2020
AAL614,American Airlines,ab0d15,KORD,KDFW,4/3/2020
AAL651,American Airlines,ab5fc9,KORD,KDFW,4/3/2020
